"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID","Parent PID"
"8:40:54.5745811 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50AF18C3B9B1A1EE8","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5745972 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50AF18C3B9B1A1EE8\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5746058 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50AF18C3B9B1A1EE8\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 274, Data: >\policy.8.0.Microsoft.VC80.CRT,version=""8.0.50727.42"",publicKeyToken=""1fc8b3b9a1e18e3b"",type=""win32-policy"",processorArchitecture=""x86""","2408","2308"
"8:40:54.5746147 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50AF18C3B9B1A1EE8","SUCCESS","","2408","2308"
"8:40:54.5746287 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50CF18C3B9B1A1EE8","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5746406 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50CF18C3B9B1A1EE8\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 2, Data: ","2408","2308"
"8:40:54.5746487 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6F949E36CB3004C50CF18C3B9B1A1EE8","SUCCESS","","2408","2308"
"8:40:54.5746660 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450AF18C3B9B1A1EE8","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5746775 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450AF18C3B9B1A1EE8\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5746851 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450AF18C3B9B1A1EE8\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 274, Data: >\policy.8.0.Microsoft.VC80.MFC,version=""8.0.50727.42"",publicKeyToken=""1fc8b3b9a1e18e3b"",type=""win32-policy"",processorArchitecture=""x86""","2408","2308"
"8:40:54.5746928 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450AF18C3B9B1A1EE8","SUCCESS","","2408","2308"
"8:40:54.5747063 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450CF18C3B9B1A1EE8","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5747178 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450CF18C3B9B1A1EE8\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 2, Data: ","2408","2308"
"8:40:54.5747255 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9D6C7B862FD11C450CF18C3B9B1A1EE8","SUCCESS","","2408","2308"
"8:40:54.5747390 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850AF18C3B9B1A1EE8","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5747501 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850AF18C3B9B1A1EE8\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5747572 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850AF18C3B9B1A1EE8\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 280, Data: >\policy.8.0.Microsoft.VC80.MFCLOC,version=""8.0.50727.42"",publicKeyToken=""1fc8b3b9a1e18e3b"",type=""win32-policy"",processorArchitecture=""x86""","2408","2308"
"8:40:54.5747650 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850AF18C3B9B1A1EE8","SUCCESS","","2408","2308"
"8:40:54.5747785 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850CF18C3B9B1A1EE8","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5747902 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850CF18C3B9B1A1EE8\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 2, Data: ","2408","2308"
"8:40:54.5747977 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F3D0372D14C348850CF18C3B9B1A1EE8","SUCCESS","","2408","2308"
"8:40:54.5748113 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\11B564CAA807C694ABE73044DC90516B","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5748224 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\11B564CAA807C694ABE73044DC90516B\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 108, Data: C:\Program Files\Microsoft Office\Office12\WDBIMP.DLL","2408","2308"
"8:40:54.5748302 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\11B564CAA807C694ABE73044DC90516B","SUCCESS","","2408","2308"
"8:40:54.5748436 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\E3F997A2790938844ACDF81020B32415","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5748547 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\E3F997A2790938844ACDF81020B32415\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 112, Data: C:\Program Files\Microsoft Office\Office12\OUTLFLTR.DLL","2408","2308"
"8:40:54.5748627 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\E3F997A2790938844ACDF81020B32415","SUCCESS","","2408","2308"
"8:40:54.5749004 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9C1D6229422D71045BFB2F8BCE017AA4","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5749142 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9C1D6229422D71045BFB2F8BCE017AA4\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 104, Data: C:\Program Files\Microsoft Office\Office12\OART.DLL","2408","2308"
"8:40:54.5749225 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9C1D6229422D71045BFB2F8BCE017AA4","SUCCESS","","2408","2308"
"8:40:54.5750248 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6C9A6F846E2818A47A408CAF13381C71","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5750504 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6C9A6F846E2818A47A408CAF13381C71\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5750607 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6C9A6F846E2818A47A408CAF13381C71\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 152, Data: C:\Program Files\Common Files\Microsoft Shared\Portal\PortalConnectCore.dll","2408","2308"
"8:40:54.5750697 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\6C9A6F846E2818A47A408CAF13381C71","SUCCESS","","2408","2308"
"8:40:54.5750853 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\C733A8B34D26AF4458B43E09EFC2C77F","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5751001 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\C733A8B34D26AF4458B43E09EFC2C77F\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 100, Data: 00:\CLSID\{000C0126-0000-0000-C000-000000000046}\","2408","2308"
"8:40:54.5751102 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\C733A8B34D26AF4458B43E09EFC2C77F","SUCCESS","","2408","2308"
"8:40:54.5751318 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\2227A34C816D4F94EB598446F9BD8B17","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5751479 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\2227A34C816D4F94EB598446F9BD8B17\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 128, Data: 02:\Software\Microsoft\Office\12.0\User Settings\Mso_Core\Count","2408","2308"
"8:40:54.5751592 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\2227A34C816D4F94EB598446F9BD8B17","SUCCESS","","2408","2308"
"8:40:54.5751767 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\7AA6F3DBF3CE139469FE63D56E7AF446","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5751927 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\7AA6F3DBF3CE139469FE63D56E7AF446\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 82, Data: 02:\Software\Microsoft\Office\Common\MID","2408","2308"
"8:40:54.5752037 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\7AA6F3DBF3CE139469FE63D56E7AF446","SUCCESS","","2408","2308"
"8:40:54.5752213 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F7CD01816C53D32438CF043106011676","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5752380 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F7CD01816C53D32438CF043106011676\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5752482 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F7CD01816C53D32438CF043106011676\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 140, Data: 02:\Software\Microsoft\Office\12.0\Common\Components\Watson_AltrIntl\","2408","2308"
"8:40:54.5752590 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\F7CD01816C53D32438CF043106011676","SUCCESS","","2408","2308"
"8:40:54.5752694 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Features","SUCCESS","","2408","2308"
"8:40:54.5752787 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Features","SUCCESS","","2408","2308"
"8:40:54.5753195 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\Managed\S-1-5-21-1716914095-909560446-1177810406-1000\Installer\Products\00002119410000000000000000F01FEC","NAME NOT FOUND","Desired Access: Read","2408","2308"
"8:40:54.5753555 AM","EXCEL.EXE","1248","RegOpenKey","HKCU\Software\Microsoft\Installer\Products\00002119410000000000000000F01FEC","NAME NOT FOUND","Desired Access: Read","2408","2308"
"8:40:54.5753755 AM","EXCEL.EXE","1248","RegOpenKey","HKCR\Installer\Products\00002119410000000000000000F01FEC","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5753931 AM","EXCEL.EXE","1248","RegCloseKey","HKCR\Installer\Products\00002119410000000000000000F01FEC","SUCCESS","","2408","2308"
"8:40:54.5754122 AM","EXCEL.EXE","1248","RegCreateKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Usage","SUCCESS","Desired Access: Read, Set Value, Disposition: REG_OPENED_EXISTING_KEY","2408","2308"
"8:40:54.5754311 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Usage\EXCELFiles","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1399717946","2408","2308"
"8:40:54.5754447 AM","EXCEL.EXE","1248","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Usage\EXCELFiles","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1399717947","2408","2308"
"8:40:54.5754788 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Usage","SUCCESS","","2408","2308"
"8:40:54.5755132 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\Managed\S-1-5-21-1716914095-909560446-1177810406-1000\Installer\Products\00002119410000000000000000F01FEC","NAME NOT FOUND","Desired Access: Read","2408","2308"
"8:40:54.5755381 AM","EXCEL.EXE","1248","RegOpenKey","HKCU\Software\Microsoft\Installer\Products\00002119410000000000000000F01FEC","NAME NOT FOUND","Desired Access: Read","2408","2308"
"8:40:54.5755506 AM","EXCEL.EXE","1248","RegOpenKey","HKCR\Installer\Products\00002119410000000000000000F01FEC","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5755623 AM","EXCEL.EXE","1248","RegCloseKey","HKCR\Installer\Products\00002119410000000000000000F01FEC","SUCCESS","","2408","2308"
"8:40:54.5755755 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\D94C8360B8BB1DC41B1950E0F8237563","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5755876 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\D94C8360B8BB1DC41B1950E0F8237563\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 128, Data: C?\Program Files\Common Files\Microsoft Shared\OFFICE12\MSO.DLL","2408","2308"
"8:40:54.5760734 AM","EXCEL.EXE","1248","CreateFile","C:\Program Files\Common Files\microsoft shared\OFFICE12\MSO.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","2408","2308"
"8:40:54.5761053 AM","EXCEL.EXE","1248","QueryNetworkOpenInformationFile","C:\Program Files\COMMON FILES\MICROSOFT SHARED\OFFICE12\MSO.DLL","SUCCESS","CreationTime: 10/27/2006 3:26:40 PM, LastAccessTime: 11/13/2021 11:59:54 PM, LastWriteTime: 10/27/2006 3:26:40 PM, ChangeTime: 11/13/2021 11:59:54 PM, AllocationSize: 16871424, EndOfFile: 16870712, FileAttributes: A","2408","2308"
"8:40:54.5761130 AM","EXCEL.EXE","1248","CloseFile","C:\Program Files\COMMON FILES\MICROSOFT SHARED\OFFICE12\MSO.DLL","SUCCESS","","2408","2308"
"8:40:54.5761472 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\D94C8360B8BB1DC41B1950E0F8237563","SUCCESS","","2408","2308"
"8:40:54.5761970 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\Managed\S-1-5-21-1716914095-909560446-1177810406-1000\Installer\Features\00002119410000000000000000F01FEC","NAME NOT FOUND","Desired Access: Read","2408","2308"
"8:40:54.5762257 AM","EXCEL.EXE","1248","RegOpenKey","HKCU\Software\Microsoft\Installer\Features\00002119410000000000000000F01FEC","NAME NOT FOUND","Desired Access: Read","2408","2308"
"8:40:54.5762391 AM","EXCEL.EXE","1248","RegOpenKey","HKCR\Installer\Features\00002119410000000000000000F01FEC","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5762529 AM","EXCEL.EXE","1248","RegQueryValue","HKCR\Installer\Features\00002119410000000000000000F01FEC\ProductFiles","SUCCESS","Type: REG_SZ, Length: 2, Data: ","2408","2308"
"8:40:54.5762712 AM","EXCEL.EXE","1248","RegCloseKey","HKCR\Installer\Features\00002119410000000000000000F01FEC","SUCCESS","","2408","2308"
"8:40:54.5762791 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Features","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5762917 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Features\ProductFiles","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5763014 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Features\ProductFiles","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5763083 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00002119410000000000000000F01FEC\Features\ProductFiles","SUCCESS","Type: REG_SZ, Length: 1,642, Data: }lT]jI{jf(=1&L[-81-]-f)[G&f(m9.~JnXmO?o[r%}OuYCCTAirI_2)HFoKW`9B.gC4}9LUuAh'TM3f)y*2QwK~y?*q*XkzYTPe+}}9=a1%?@suF^6e^3'B{7Idip4,&A)gg]7gak@j7y)eW8l7_eO9MkbIdFwUpR^pXI`Quoe8MkbIdFwUpR^pXI`Quo*9MkbIdFwUpR^pXI`Quou8MkbIdFwU7y)eW8l7_e?9MkbIdFwU_j0,Y]s!Soe8MkbIdFwU_j0,Y]s!So*9MkbIdFwU_j0,Y]s!Sou8MkbIdFwU%9YbWIfIbe?9MkbIdFwU!M!&ZZc0%ne8MkbIdFwU!M!&ZZc0%n*9MkbIdFwU!M!&ZZc0%nu8MkbIdFwU+SnXWTvLne?9MkbIdFwUiE$[M1%.d'e8MkbIdFwUiE$[M1%.d'*9MkbIdFwUiE$[M1%.d'u8MkbIdFwU86J8lG[%Q5?9MkbIdFwUtW{~$4Q]c@$!(S'xaTO56k}pHLH$SDe8MkbIdFwU6k}pHLH$SD*9MkbIdFwUaZO,H*K2`Ee8MkbIdFwUaZO,H*K2`E*9MkbIdFwU=$k`IN]I8Ce8MkbIdFwU=$k`IN]I8C*9MkbIdFwUfr8_l(m2NDe8MkbIdFwUfr8_l(m2ND*9MkbIdFwU-KFG`)GqZ?Sv'r9v-@TcT`G`1r$!B?6&bR!NEu,B~Zd{VwqyZ8IKYMdm9L~?('@N?^[Ky?Bn([yag}^*HpW.7IIJ2=n~2XVsV$Vxgwg(hUYJj?$!_7HyjiVL3?&oezX[T?B2TzEk.I8HWQNg*N6Y@9QQ~3)bF57I","2408","2308"
"8:40:54.5763257 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\379E92CC2CB71D119A12000A9CE1A22A","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5763387 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\379E92CC2CB71D119A12000A9CE1A22A\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 58, Data: C?\Windows\system32\FM20.DLL","2408","2308"
"8:40:54.5763518 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\379E92CC2CB71D119A12000A9CE1A22A","SUCCESS","","2408","2308"
"8:40:54.5763658 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\748B2526ADAB4D3429253E7976AF041A","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5763777 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\748B2526ADAB4D3429253E7976AF041A\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 20, Data: 00:\.pip\","2408","2308"
"8:40:54.5763856 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\748B2526ADAB4D3429253E7976AF041A","SUCCESS","","2408","2308"
"8:40:54.5763990 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\5120EEDE039486F42830D8D2552797F6","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5764107 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\5120EEDE039486F42830D8D2552797F6\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 112, Data: C?\Program Files\Microsoft Office\Office12\MSOSTYLE.DLL","2408","2308"
"8:40:54.5764186 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\5120EEDE039486F42830D8D2552797F6","SUCCESS","","2408","2308"
"8:40:54.5764321 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\CCABF232126726445BC57F4CDE05C5EB","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5764435 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\CCABF232126726445BC57F4CDE05C5EB\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
"8:40:54.5764507 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\CCABF232126726445BC57F4CDE05C5EB\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 138, Data: C?\Program Files\Common Files\Microsoft Shared\OFFICE12\RICHED20.DLL","2408","2308"
"8:40:54.5764585 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\CCABF232126726445BC57F4CDE05C5EB","SUCCESS","","2408","2308"
"8:40:54.5764723 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\47155108894E68A409FDC1FC6E8DA2CB","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5764838 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\47155108894E68A409FDC1FC6E8DA2CB\00002119410000000000000000F01FEC","SUCCESS","Type: REG_SZ, Length: 106, Data: C?\Program Files\Microsoft Office\Office12\SAEXT.DLL","2408","2308"
"8:40:54.5764917 AM","EXCEL.EXE","1248","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\47155108894E68A409FDC1FC6E8DA2CB","SUCCESS","","2408","2308"
"8:40:54.5765052 AM","EXCEL.EXE","1248","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9B271454ED4348B47B365F93ADEAC015","SUCCESS","Desired Access: Read","2408","2308"
"8:40:54.5765598 AM","EXCEL.EXE","1248","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\9B271454ED4348B47B365F93ADEAC015\00002119410000000000000000F01FEC","BUFFER OVERFLOW","Length: 144","2408","2308"
